user_id,movie_id,rating,liked,watched_at,title,poster_path,tags
1,5313,1.2,0,2024-06-22,Narco Sub,https://image.tmdb.org/t/p/original//7p0O4mKYLIhU2E5Zcq9Z3vOZ4e9.jpg,"['A', 'man', 'will', 'become', 'a', 'criminal', 'to', 'save', 'his', 'family.', 'Action', 'criminal', 'TomVera', 'TomSizemore', 'LeeMajors', 'ShawnWelling']"
1,4512,4.5,1,2024-10-20,Brick,https://image.tmdb.org/t/p/original//5WVk8JpNIxepn4fpZzQeCumkOL5.jpg,"['A', 'teenage', 'loner', 'pushes', 'his', 'way', 'into', 'the', 'underworld', 'of', 'a', 'high', 'school', 'crime', 'ring', 'to', 'investigate', 'the', 'disappearance', 'of', 'his', 'ex-girlfriend.', 'Drama', 'Mystery', 'california', 'lonewolf', 'leave', 'highschool', 'disappearance', 'whodunit', 'call', 'neo-noir', 'teenager', 'JosephGordon-Levitt', 'EmiliedeRavin', 'NoraZehetner', 'RianJohnson']"
1,9594,1.7,0,2025-01-30,Cold Pursuit,https://image.tmdb.org/t/p/original//hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg,"['The', 'quiet', 'family', 'life', 'of', 'Nels', 'Coxman,', 'a', 'snowplow', 'driver,', 'is', 'upended', 'after', 'his', ""son's"", 'murder.', 'Nels', 'begins', 'a', 'vengeful', 'hunt', 'for', 'Viking,', 'the', 'drug', 'lord', 'he', 'holds', 'responsible', 'for', 'the', 'killing,', 'eliminating', ""Viking's"", 'associates', 'one', 'by', 'one.', 'As', 'Nels', 'draws', 'closer', 'to', 'Viking,', 'his', 'actions', 'bring', 'even', 'more', 'unexpected', 'and', 'violent', 'consequences,', 'as', 'he', 'proves', 'that', 'revenge', 'is', 'all', 'in', 'the', 'execution.', 'Action', 'Crime', 'Thriller', 'colorado', 'drugdealer', 'revenge', 'darkcomedy', 'gunbattle', 'snow', 'LiamNeeson', 'TomBateman', 'TomJackson', 'HansPetterMoland']"
1,7039,3.0,0,2024-11-08,Sommersby,https://image.tmdb.org/t/p/original//tAgQKLv0GK97Tr0bvdI66oXlEVb.jpg,"['Set', 'in', 'the', 'South', 'just', 'after', 'the', 'US', 'Civil', 'War,', 'Laurel', 'Sommersby', 'is', 'just', 'managing', 'to', 'work', 'the', 'farm', 'without', 'her', 'husband,', 'believed', 'killed', 'in', 'battle.', 'By', 'all', 'accounts,', 'Jack', 'Sommersby', 'was', 'not', 'a', 'pleasant', 'man,', 'thus', 'when', 'he', 'suddenly', 'returns,', 'Laurel', 'has', 'mixed', 'emotions.', 'It', 'appears', 'that', 'Jack', 'has', 'changed', 'a', 'great', 'deal,', 'leading', 'some', 'people', 'to', 'believe', 'that', 'this', 'is', 'not', 'actually', 'Jack', 'but', 'an', 'imposter.', 'Laurel', 'herself', 'is', 'unsure,', 'but', 'willing', 'to', 'take', 'the', 'man', 'into', 'her', 'home,', 'and', 'perhaps', 'later', 'into', 'her', 'heart.', 'Drama', 'Thriller', 'Mystery', 'Romance', 'kukluxklan', 'southernusa', 'husbandwiferelationship', 'warveteran', 'return', 'villagelife', 'gallows', 'violenthusband', 'suspicionofmurder', 'courtcase', 'deathsentence', 'peasant', 'agriculture', 'racialsegregation', 'basedontruestory', 'hanging', 'postcivilwar', ""soldier'swife"", 'reconstructionera', 'imposter', 'JodieFoster', 'RichardGere', 'BillPullman', 'JonAmiel']"
1,9892,1.1,0,2025-04-11,The English Teacher,https://image.tmdb.org/t/p/original//mF14chZNzgDRZffs8Wk8lPwdNQA.jpg,"['Teacher', 'Linda', 'Sinclair', 'balances', 'her', 'staid', 'home', 'life', 'with', 'an', 'incredible', 'passion', 'for', 'her', 'subject,', 'but', 'her', 'routine', 'is', 'forever', 'altered', 'when', 'a', 'former', 'star', 'pupil', 'and', 'his', 'unsupportive', 'father', 'reenter', 'her', 'life.', 'Comedy', 'Drama', 'Romance', 'pennsylvania,usa', 'highschool', 'teacherstudentrelationship', 'highschoolteacher', 'olderwomanyoungermanrelationship', 'JulianneMoore', 'MichaelAngarano', 'GregKinnear', 'CraigZisk']"
1,8097,2.4,0,2024-10-02,The Hero,https://image.tmdb.org/t/p/original//1xz4ggwOJi8FUsjsLDbFrCxyK0e.jpg,"['Lee,', 'a', 'former', 'Western', 'film', 'icon,', 'is', 'living', 'a', 'comfortable', 'existence', 'lending', 'his', 'golden', 'voice', 'to', 'advertisements', 'and', 'smoking', 'weed.', 'After', 'receiving', 'a', 'lifetime', 'achievement', 'award', 'and', 'unexpected', 'news,', 'Lee', 'reexamines', 'his', 'past,', 'while', 'a', 'chance', 'meeting', 'with', 'a', 'sardonic', 'comic', 'has', 'him', 'looking', 'to', 'the', 'future.', 'Drama', 'comedian', 'cancer', 'marijuana', 'oldermanyoungerwomanrelationship', 'drugs', 'audition', 'agingactor', 'divorcedman', 'divorcedfather', 'award', 'estrangeddaughter', 'SamElliott', 'LauraPrepon', 'NickOfferman', 'BrettHaley']"
1,3922,3.8,1,2024-05-30,Same Kind of Different as Me,https://image.tmdb.org/t/p/original//bHh5W7YuMorc4orn8DQ6c8YEnBm.jpg,"['International', 'art', 'dealer', 'Ron', 'Hall', 'must', 'befriend', 'a', 'dangerous', 'homeless', 'man', 'in', 'order', 'to', 'save', 'his', 'struggling', 'marriage', 'to', 'his', 'wife,', 'a', 'woman', 'whose', 'dreams', 'will', 'lead', 'all', 'three', 'of', 'them', 'on', 'the', 'journey', 'of', 'their', 'lives.', 'Drama', 'basedonnovelorbook', 'homelessperson', 'marriage', 'friendship', 'basedontruestory', 'basedonmemoirorautobiography', 'artdealer', 'GregKinnear', 'DjimonHounsou', 'RenéeZellweger', 'MichaelCarney']"
1,540,1.9,0,2024-10-18,A Fistful of Dollars,https://image.tmdb.org/t/p/original//lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,"['The', 'Man', 'With', 'No', 'Name', 'enters', 'the', 'Mexican', 'village', 'of', 'San', 'Miguel', 'in', 'the', 'midst', 'of', 'a', 'power', 'struggle', 'among', 'the', 'three', 'Rojo', 'brothers', 'and', 'sheriff', 'John', 'Baxter.', 'When', 'a', 'regiment', 'of', 'Mexican', 'soldiers', 'bearing', 'gold', 'intended', 'to', 'pay', 'for', 'new', 'weapons', 'is', 'waylaid', 'by', 'the', 'Rojo', 'brothers,', 'the', 'stranger', 'inserts', 'himself', 'into', 'the', 'middle', 'of', 'the', 'long-simmering', 'battle,', 'selling', 'false', 'information', 'to', 'both', 'sides', 'for', 'his', 'own', 'benefit.', 'Western', 'gunslinger', 'basedonnovelorbook', 'gangwar', 'greed', 'hostility', 'remake', 'murder', 'spaghettiwestern', 'ClintEastwood', 'MarianneKoch', 'GianMariaVolonté', 'SergioLeone']"
1,9280,2.5,0,2025-02-14,"Like Mother, Like Daughter",https://image.tmdb.org/t/p/original//q2sfRqm2mS3myH0TsEEA4TCOC3Q.jpg,"['An', 'attention-craving', 'mother', 'nearing', '50,', 'unemployed', 'and', 'living', 'with', 'her', 'pregnant', 'daughter', 'and', 'son-in-law,', 'suddenly', 'finds', 'herself', 'with', 'child,', 'too...', 'Comedy', 'womandirector', 'JulietteBinoche', 'CamilleCottin', 'LambertWilson', 'NoémieSaglio']"
1,3575,4.4,1,2025-01-22,Akeelah and the Bee,https://image.tmdb.org/t/p/original//oyIAupl1jqjuVVFXYtfoUgNsDdE.jpg,"['Akeelah', 'is', 'a', 'precocious', '11-year-old', 'girl', 'from', 'south', 'Los', 'Angeles', 'with', 'a', 'gift', 'for', 'words.', 'Despite', 'her', ""mother's"", 'objections,', 'Akeelah', 'enters', 'various', 'spelling', 'contests,', 'for', 'which', 'she', 'is', 'tutored', 'by', 'the', 'forthright', 'Dr.', 'Larabee,', 'her', 'principal', 'Mr.', 'Welch,', 'and', 'the', 'proud', 'residents', 'of', 'her', 'neighborhood.', ""Akeelah's"", 'aptitude', 'earns', 'her', 'an', 'opportunity', 'to', 'compete', 'for', 'a', 'spot', 'in', 'the', 'Scripps', 'National', 'Spelling', 'Bee.', 'Drama', 'blackpeople', 'spelling', 'spellingbee', 'KekePalmer', 'LaurenceFishburne', 'AngelaBassett', 'DougAtchison']"
1,5540,2.1,0,2024-08-10,Valerian and the City of a Thousand Planets,https://image.tmdb.org/t/p/original//jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg,"['In', 'the', '28th', 'century,', 'Valerian', 'and', 'Laureline', 'are', 'special', 'operatives', 'charged', 'with', 'keeping', 'order', 'throughout', 'the', 'human', 'territories.', 'On', 'assignment', 'from', 'the', 'Minister', 'of', 'Defense,', 'the', 'two', 'undertake', 'a', 'mission', 'to', 'Alpha,', 'an', 'ever-expanding', 'metropolis', 'where', 'species', 'from', 'across', 'the', 'universe', 'have', 'converged', 'over', 'centuries', 'to', 'share', 'knowledge,', 'intelligence,', 'and', 'cultures.', 'At', 'the', 'center', 'of', 'Alpha', 'is', 'a', 'mysterious', 'dark', 'force', 'which', 'threatens', 'the', 'peaceful', 'existence', 'of', 'the', 'City', 'of', 'a', 'Thousand', 'Planets,', 'and', 'Valerian', 'and', 'Laureline', 'must', 'race', 'to', 'identify', 'the', 'menace', 'and', 'safeguard', 'not', 'just', 'Alpha,', 'but', 'the', 'future', 'of', 'the', 'universe.', 'Adventure', 'ScienceFiction', 'Action', 'shapeshifting', 'future', 'utopia', 'spacetravel', 'basedoncomic', 'alien', 'alienplanet', 'energy', 'alienabduction', 'genocide', 'parallelworld', 'politicalintrigue\xa0', 'pacifist', 'spaceopera', 'military', 'governmentagent', 'marketplace', 'trappedinspace', 'federalgovernment', 'unity', 'cosmopolis', 'DaneDeHaan', 'CaraDelevingne', 'CliveOwen', 'LucBesson']"
1,8934,3.9,1,2024-12-27,Anon,https://image.tmdb.org/t/p/original//xhBTO9n3fxy3HJt7WlR9h9vvVmk.jpg,"['Set', 'in', 'a', 'near-future', 'world', 'where', 'there', 'is', 'no', 'privacy,', 'ignorance', 'or', 'anonymity,', 'our', 'private', 'memories', 'are', 'recorded', 'and', 'crime', 'almost', 'ceases', 'to', 'exist.', 'In', 'trying', 'to', 'solve', 'a', 'series', 'of', 'unsolved', 'murders,', 'Sal', 'Frieland', 'stumbles', 'onto', 'a', 'young', 'woman', 'who', 'appears', 'to', 'have', 'subverted', 'the', 'system', 'and', 'disappeared.', 'She', 'has', 'no', 'identity,', 'no', 'history', 'and', 'no', 'record.', 'Sal', 'realizes', 'it', 'may', 'not', 'be', 'the', 'end', 'of', 'crime', 'but', 'the', 'beginning.', 'Known', 'only', 'as', ""'The"", ""Girl',"", 'Sal', 'must', 'find', 'her', 'before', 'he', 'becomes', 'the', 'next', 'victim.', 'ScienceFiction', 'detective', 'dystopia', 'serialkiller', 'privacy', 'procedural', 'augmentedreality', 'CliveOwen', 'AmandaSeyfried', 'ColmFeore', 'AndrewNiccol']"
1,8208,4.5,1,2024-07-16,Harry and the Hendersons,https://image.tmdb.org/t/p/original//5ZNWhOEsuNHIQ1gbtwdTGK7srCr.jpg,"['Returning', 'from', 'a', 'hunting', 'trip', 'in', 'the', 'forest,', 'the', 'Henderson', ""family's"", 'car', 'hits', 'an', 'animal', 'in', 'the', 'road.', 'At', 'first', 'they', 'fear', 'it', 'was', 'a', 'man,', 'but', 'when', 'they', 'examine', 'the', '""body""', 'they', 'find', ""it's"", 'a', '""bigfoot"".', 'They', 'think', ""it's"", 'dead', 'so', 'they', 'decide', 'to', 'take', 'it', 'home', '(there', 'could', 'be', 'some', 'money', 'in', 'this).', 'As', 'you', 'guessed,', 'it', ""isn't"", 'dead.', 'Far', 'from', 'being', 'the', 'ferocious', 'monster', 'they', 'fear', '""Harry""', 'to', 'be,', ""he's"", 'a', 'friendly', 'giant.', 'Comedy', 'Family', 'Fantasy', 'badsmell', 'bigfoot', 'vegetarian', 'hamburger', 'huntingtrip', 'wildlife', 'cryptozoology', 'family', 'familyholiday', 'footprint', 'sasquatch', 'JohnLithgow', 'MelindaDillon', 'MargaretLangrick', 'WilliamDear']"
1,9643,3.1,0,2025-03-25,The Bay,https://image.tmdb.org/t/p/original//fnmYgr4AOOE09zKa7omPW1FWT8K.jpg,"['Two', 'million', 'fish', 'washed', 'ashore.', 'One', 'thousand', 'blackbirds', 'dropped', 'from', 'the', 'sky.', 'On', 'July', '4,', '2009', 'a', 'deadly', 'menace', 'swept', 'through', 'the', 'quaint', 'seaside', 'town', 'of', 'Claridge,', 'Maryland,', 'but', 'the', 'harrowing', 'story', 'of', 'what', 'happened', 'that', 'Independence', 'Day', 'has', 'never', 'been', 'told—until', 'now.', 'The', 'authorities', 'believed', 'they', 'had', 'buried', 'the', 'truth', 'about', 'the', 'tragedy', 'that', 'claimed', 'over', '700', 'human', 'lives.', 'Now,', 'three', 'years', 'later,', 'a', 'reporter', 'has', 'emerged', 'with', 'footage', 'revealing', 'the', 'cover-up', 'and', 'an', 'unimaginable', 'killer:', 'a', 'mysterious', 'parasitic', 'outbreak.', 'Told', 'from', 'the', 'perspective', 'of', 'those', 'who', 'were', 'there', 'and', 'saw', 'what', 'happened,', 'The', 'Bay', 'unfolds', 'over', '24', 'hours', 'through', ""people's"", 'iPhones,', 'Androids,', '911', 'calls,', 'webcams,', 'and', 'whatever', 'else', 'could', 'be', 'used', 'to', 'document', 'the', 'nightmare', 'in', 'Claridge.', 'What', 'follows', 'is', 'a', 'nerve-shredding', 'tale', 'of', 'a', 'small', 'town', 'plunged', 'into', 'absolute', 'terror.', 'Horror', 'ScienceFiction', 'Thriller', 'parasite', 'foundfootage', 'cautionarytale', 'multipleorganisms', 'KristenConnolly', 'WillRogers', 'MichaelBeasley', 'BarryLevinson']"
1,6637,4.4,1,2024-09-01,Asterix the Gaul,https://image.tmdb.org/t/p/original//jBDZ68iRPEhrWouioAcSiG8t5Jc.jpg,"['In', 'the', 'year', '50', 'BC,', 'Gaul', 'is', 'occupied', 'by', 'the', 'Romans', '-', 'nearly.', 'But', 'the', 'small', 'village', 'of', 'Asterix', 'and', 'his', 'friends', 'still', 'resists', 'the', 'Roman', 'legions', 'with', 'the', 'aid', 'of', 'their', ""druid's"", 'magic', 'potion,', 'which', 'gives', 'superhuman', 'strength.', 'Learning', 'of', 'this', 'potion,', 'a', 'Roman', 'centurion', 'kidnaps', 'the', 'druid', 'to', 'get', 'the', 'secret', 'formula', 'out', 'of', 'him.', 'Family', 'Animation', 'Adventure', 'Comedy', 'rome,italy', 'romanempire', 'magic', 'roman', 'ancientrome', 'village', 'cartoon', 'gallien', 'basedoncomic', 'warrior', '1stcentury', 'RogerCarel', 'JacquesMorel', 'PierreTrabaud', 'RayGoossens']"
1,3259,1.7,0,2024-11-24,White Oleander,https://image.tmdb.org/t/p/original//oGJDrJ9gMSs87iwE0sRZrG6EBhf.jpg,"['A', 'teenager', 'journeys', 'through', 'a', 'series', 'of', 'foster', 'homes', 'after', 'her', 'mother', 'goes', 'to', 'prison', 'for', 'committing', 'a', 'crime', 'of', 'passion.', 'Drama', 'poison', 'prison', 'lossoflovedone', 'fosterparents', ""women'sprison"", 'familyrelationships', 'motherdaughterestrangement', 'fostercare', 'badmother', 'adopteddaughter', ""children'sservices"", 'motherdaughterrelationship', 'AlisonLohman', 'MichellePfeiffer', 'RenéeZellweger', 'PeterKosminsky']"
1,9650,2.4,0,2025-04-27,Destination Wedding,https://image.tmdb.org/t/p/original//ioj2FMnMgD0eHgYfd31HtWOtBWU.jpg,"['Frank', 'and', 'Lindsay—two', 'emotionally-broken', 'strangers—meet', 'on', 'the', 'way', 'to', 'a', 'destination', 'wedding.', 'Over', 'the', 'course', 'of', 'the', 'weekend', 'and', 'against', 'all', 'odds,', 'they', 'find', 'themselves', 'drawn', 'together', 'even', 'though', 'they', 'are', 'initially', 'repulsed', 'by', 'one', 'another.', 'Romance', 'Comedy', 'Drama', 'california', 'pessimism', 'cynic', 'two-hander', 'WinonaRyder', 'KeanuReeves', 'DJDallenbach', 'VictorLevin']"
1,6333,2.5,0,2024-09-07,U.S. Marshals,https://image.tmdb.org/t/p/original//5ST0BydDSXtW5AtfDDhTVS13pTt.jpg,"['U.S.', 'Marshal', 'Sam', 'Gerard', 'is', 'accompanying', 'a', 'plane', 'load', 'of', 'convicts', 'from', 'Chicago', 'to', 'New', 'York.', 'The', 'plane', 'crashes', 'spectacularly,', 'and', 'Mark', 'Sheridan', 'escapes.', 'But', 'when', 'Diplomatic', 'Security', 'Agent', 'John', 'Royce', 'is', 'assigned', 'to', 'help', 'Gerard', 'recapture', 'Sheridan,', 'it', 'becomes', 'clear', 'that', 'Sheridan', 'is', 'more', 'than', 'just', 'another', 'murderer.', 'Thriller', 'Crime', 'Action', 'chicago,illinois', 'cia', 'transportofprisoners', 'chase', 'innocence', 'conspiracy', 'escape', 'fugitive', 'u.s.marshal', 'agent', 'actionhero', 'manhunt', 'TommyLeeJones', 'WesleySnipes', 'RobertDowneyJr.', 'StuartBaird']"
1,7315,1.9,0,2024-06-10,Escobar: Paradise Lost,https://image.tmdb.org/t/p/original//4HngNLzCmUYCPB8FbxSZWN0eDKM.jpg,"['For', 'Pablo', 'Escobar', 'family', 'is', 'everything.', 'When', 'young', 'surfer', 'Nick', 'falls', 'for', ""Escobar's"", 'niece,', 'Maria,', 'he', 'finds', 'his', 'life', 'on', 'the', 'line', 'when', ""he's"", 'pulled', 'into', 'the', 'dangerous', 'world', 'of', 'the', 'family', 'business.', 'Thriller', 'Romance', 'surfer', 'murder', 'murderer', 'BeniciodelToro', 'JoshHutcherson', 'BradyCorbet', 'AndreaDiStefano']"
1,500,3.3,0,2025-03-18,Winter Light,https://image.tmdb.org/t/p/original//wDxrEssdjFWYwIZLbr06RQNcg1q.jpg,"['A', 'Swedish', 'pastor', 'fails', 'a', 'loving', 'woman,', 'a', 'suicidal', 'fisherman', 'and', 'God.', 'Drama', 'suicide', 'winter', 'pastor', 'faith', 'priest', 'meaninglessexistence', 'lossoffaith', 'GunnarBjörnstrand', 'IngridThulin', 'GunnelLindblom', 'IngmarBergman']"
1,69,1.5,0,2024-10-31,Clouds,https://image.tmdb.org/t/p/original//d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,"['Young', 'musician', 'Zach', 'Sobiech', 'discovers', 'his', 'cancer', 'has', 'spread,', 'leaving', 'him', 'just', 'a', 'few', 'months', 'to', 'live.', 'With', 'limited', 'time,', 'he', 'follows', 'his', 'dream', 'and', 'makes', 'an', 'album,', 'unaware', 'that', 'it', 'will', 'soon', 'be', 'a', 'viral', 'music', 'phenomenon.', 'Music', 'Drama', 'Romance', 'lifeanddeath', 'terminalillness', 'cancer', 'aspiringmusician', 'SteffanArgus', 'SabrinaCarpenter', 'MadisonIseman', 'JustinBaldoni']"
1,5282,2.5,0,2024-10-18,You've Got Mail,https://image.tmdb.org/t/p/original//dkPPPpgs9ME6V5qrdK9yIJ7JUrI.jpg,"['Book', 'superstore', 'magnate,', 'Joe', 'Fox', 'and', 'independent', 'book', 'shop', 'owner,', 'Kathleen', 'Kelly', 'fall', 'in', 'love', 'in', 'the', 'anonymity', 'of', 'the', 'Internet—both', 'blissfully', 'unaware', 'that', ""he's"", 'trying', 'to', 'put', 'her', 'out', 'of', 'business.', 'Comedy', 'Romance', 'romanticcomedy', 'onlinedating', 'womandirector', 'TomHanks', 'MegRyan', 'GregKinnear', 'NoraEphron']"
